case,draw,strength,passed,failed,gate 1,gate 2,gate 3,gate 4,gate 5,gate 6,gate 7,Sharpe,alpha,costs a year,appraisal ratio,effective trials,DSR,neighbours holding the base,DSR against 10,DSR against 30,DSR against 100
selection,109,0.0,False,2,True,False,False,False,False,False,False,0.49767,-0.0043913,0.011322,-0.074273,10,0.0305,0,,,
slow selection,109,0.0,False,3,True,True,False,False,False,True,False,0.59962,0.0082806,0.0024401,0.19309,10,0.21331,0,,,
planted 0.5,109,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.72968,0.030932,0.011159,0.61183,1,0.9964,0,0.8197,0.66263,0.48657
planted 0.8,109,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.81193,0.04642,0.010756,0.88075,1,0.99995,0,0.98476,0.95217,0.88691
late slow timing,109,0.0,False,2,True,False,False,False,False,False,True,0.94855,0.076267,0.004365,0.33103,1,0.84483,0,,,
rotation,109,0.0,False,3,True,True,False,False,False,False,True,0.74281,0.0092557,0.0021478,0.3688,2,0.86746,0,,,
binary rotation,109,0.0,False,3,True,True,False,False,False,False,True,0.70687,0.0051163,0.0036649,0.12257,2,0.45788,0,,,
top sector,109,0.0,False,2,True,False,False,False,False,False,True,0.52081,-0.013558,0.0043188,-0.10383,1,0.37601,0,,,
near benchmark,109,0.0,False,2,True,False,False,False,False,True,True,0.69781,-0.00053264,0.001123,-0.038241,2,0.26132,0,,,
timing,110,0.0,False,2,True,False,False,False,False,False,True,0.4198,-0.020906,0.010932,-0.39305,1,0.041316,0,,,
slow timing,110,0.0,False,2,True,False,False,False,False,False,True,0.4747,-0.012041,0.0026136,-0.22388,1,0.16912,0,,,
selection,110,0.0,False,2,True,False,False,False,False,False,True,0.51693,-0.0022489,0.010923,-0.041602,10,0.039014,0,,,
slow selection,110,0.0,False,3,True,True,False,False,False,False,True,0.58619,0.0071499,0.0027242,0.13808,10,0.16633,0,,,
planted 0.5,110,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.81265,0.049009,0.011225,0.95704,1,0.99996,0,0.98326,0.9483,0.87949
planted 0.8,110,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.71347,0.032619,0.011217,0.5978,1,0.99737,0,0.85665,0.71543,0.54563
late slow timing,110,0.0,False,2,True,False,False,False,False,False,True,0.53339,-0.054697,0.0047674,-0.27685,2,0.068402,1,,,
rotation,110,0.0,False,2,True,False,False,False,False,False,True,0.68501,-0.0011059,0.0023807,-0.046024,2,0.24489,0,,,
binary rotation,110,0.0,False,2,True,False,False,False,False,False,True,0.59353,-0.0158,0.0034072,-0.37548,2,0.032366,0,,,
top sector,110,0.0,False,3,True,True,False,False,False,False,True,0.76282,0.028848,0.0043219,0.30765,1,0.81632,0,,,
near benchmark,110,0.0,False,3,True,True,False,False,False,True,True,0.70888,0.0011905,0.0011571,0.098952,2,0.43815,0,,,
timing,111,0.0,False,2,True,False,True,False,False,False,False,0.52624,9.3326e-05,0.011157,0.0016487,1,0.50292,0,,,
slow timing,111,0.0,False,3,True,True,False,False,False,False,True,0.62106,0.01325,0.0027585,0.27179,1,0.88361,0,,,
selection,111,0.0,False,2,True,False,True,False,False,False,False,0.53458,0.0015984,0.011181,0.028673,10,0.073856,0,,,
slow selection,111,0.0,False,2,True,False,False,False,False,True,True,0.56916,0.0039918,0.002231,0.080744,10,0.072631,0,,,
planted 0.5,111,0.013413153777783005,False,6,True,True,True,True,True,False,False,0.66308,0.025442,0.010977,0.44073,1,0.9773,0,0.66091,0.46517,0.29187
planted 0.8,111,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.85198,0.057282,0.011125,0.95343,1,1,0,0.99817,0.99182,0.97361
late slow timing,111,0.0,False,3,True,True,False,False,False,False,False,0.98538,0.084054,0.0027885,0.40931,1,0.89118,0,,,
rotation,111,0.0,False,2,True,False,False,False,False,False,True,0.6703,-0.0031962,0.0026217,-0.10735,2,0.18275,0,,,
binary rotation,111,0.0,False,2,True,False,False,False,False,False,True,0.67565,-0.00039239,0.0038024,-0.0091231,2,0.291,0,,,
top sector,111,0.0,False,2,True,False,True,False,False,False,True,0.68801,0.029056,0.0046944,0.21633,2,0.57575,0,,,
near benchmark,111,0.0,False,2,True,False,False,False,False,True,True,0.6652,-0.0061022,0.0011185,-0.51785,1,0.041622,0,,,
timing,112,0.0,False,2,True,False,False,False,False,False,True,0.4674,-0.011049,0.011095,-0.20523,1,0.16783,0,,,
slow timing,112,0.0,False,6,True,True,True,True,True,False,True,0.67949,0.022769,0.0023089,0.52296,1,0.98228,0,,,
selection,112,0.0,False,2,True,False,False,False,False,False,True,0.54421,0.003727,0.011315,0.06258,10,0.084037,0,,,
slow selection,112,0.0,False,3,True,True,False,False,False,False,False,0.65641,0.021121,0.0025308,0.41593,10,0.34753,0,,,
planted 0.5,112,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.76742,0.040546,0.011201,0.73619,1,0.99923,0,0.94375,0.86134,0.7348
planted 0.8,112,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.76052,0.042713,0.011575,0.77859,1,0.99943,0,0.94326,0.86122,0.73575
late slow timing,112,0.0,False,2,True,False,False,False,False,False,True,0.93287,0.09039,0.0036197,0.30309,1,0.8459,0,,,
rotation,112,0.0,False,2,True,False,False,False,False,False,True,0.69729,0.0012837,0.0025984,0.049066,2,0.36999,0,,,
binary rotation,112,0.0,False,3,True,True,False,False,False,False,True,0.70347,0.0043292,0.0028708,0.1066,2,0.44695,0,,,
top sector,112,0.0,False,2,True,False,False,False,False,False,True,0.34786,-0.052449,0.003209,-0.54372,1,0.037796,0,,,
near benchmark,112,0.0,False,2,True,False,False,False,False,True,True,0.69853,-0.00050058,0.0010675,-0.040379,2,0.25492,0,,,
timing,113,0.0,False,2,True,False,False,False,False,False,True,0.46449,-0.0097895,0.011328,-0.16965,1,0.20096,0,,,
slow timing,113,0.0,False,2,True,False,False,False,False,False,True,0.3848,-0.03061,0.0022094,-0.67624,1,0.0044893,0,,,
selection,113,0.0,False,2,True,False,True,False,False,True,True,0.55417,0.0048719,0.011255,0.08569,10,0.11512,0,,,
slow selection,113,0.0,False,3,True,True,False,False,False,False,True,0.67895,0.022837,0.002643,0.50007,11,0.56589,0,,,
planted 0.5,113,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.65675,0.025841,0.011309,0.38078,1,0.95404,0,0.52928,0.33539,0.18887
planted 0.8,113,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.76947,0.042144,0.010867,0.72172,1,0.99918,0,0.94308,0.86099,0.73557
late slow timing,113,0.0,False,2,True,False,False,False,False,True,True,0.79359,0.01943,0.003164,0.13287,1,0.65463,0,,,
rotation,113,0.0,False,2,True,False,False,False,False,False,True,0.69738,0.0014931,0.0026353,0.053494,2,0.38047,0,,,
binary rotation,113,0.0,False,2,True,False,False,False,False,False,True,0.63191,-0.0076258,0.0040803,-0.16527,2,0.14851,0,,,
top sector,113,0.0,False,2,True,False,False,False,False,False,True,0.20663,-0.079117,0.0036713,-0.66673,2,0.0032335,0,,,
near benchmark,113,0.0,False,2,True,False,False,False,False,True,True,0.67813,-0.0038642,0.0010594,-0.30111,2,0.062843,0,,,
timing,114,0.0,False,2,True,False,False,False,False,False,True,0.37021,-0.02804,0.011256,-0.51769,1,0.010472,0,,,
slow timing,114,0.0,False,7,True,True,True,True,True,True,False,0.65989,0.019572,0.0026357,0.43103,1,0.97074,0,,,
selection,114,0.0,False,2,True,False,True,False,False,True,True,0.55943,0.0058361,0.011013,0.10556,10,0.059143,0,,,
slow selection,114,0.0,False,3,True,True,False,False,False,False,True,0.60494,0.0093114,0.0023127,0.21733,10,0.1825,0,,,
planted 0.5,114,0.013413153777783005,False,4,True,True,True,False,True,True,True,0.61508,0.013811,0.01083,0.27349,1,0.87956,0,0.34356,0.18357,0.087021
planted 0.8,114,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.84788,0.056646,0.011528,1.0396,1,1,0,0.9973,0.98877,0.966
late slow timing,114,0.0,False,2,True,False,False,False,False,False,True,0.030273,-0.11781,0.0024724,-0.60185,1,0.0090339,0,,,
rotation,114,0.0,False,2,True,False,False,False,False,False,True,0.67462,-0.0028494,0.0023766,-0.11369,2,0.19296,0,,,
binary rotation,114,0.0,False,2,True,False,False,False,False,False,True,0.56511,-0.020989,0.0041306,-0.5131,2,0.011031,0,,,
top sector,114,0.0,False,2,True,False,False,False,False,False,True,0.3349,-0.062943,0.0032073,-0.5929,1,0.017548,0,,,
near benchmark,114,0.0,False,2,True,False,False,False,False,True,True,0.67612,-0.0042834,0.0010303,-0.3584,2,0.032232,0,,,
timing,115,0.0,False,2,True,False,False,False,False,False,True,0.40404,-0.022823,0.011071,-0.40441,1,0.029203,0,,,
slow timing,115,0.0,False,2,True,False,False,False,False,True,True,0.52954,-0.0031032,0.0024428,-0.064772,2,0.20275,0,,,
selection,115,0.0,False,2,True,False,False,False,False,False,False,0.51202,-0.0019687,0.011472,-0.03252,10,0.041487,0,,,
slow selection,115,0.0,False,3,True,True,False,False,False,False,True,0.60973,0.010542,0.002458,0.23657,10,0.12167,0,,,
planted 0.5,115,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.63752,0.019089,0.011034,0.33541,1,0.92998,0,0.463,0.27768,0.14796
planted 0.8,115,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.71852,0.034226,0.010943,0.58685,1,0.99399,0,0.80421,0.64037,0.4616
late slow timing,115,0.0,False,5,True,True,True,True,False,False,False,1.2953,0.1464,0.0028812,0.82946,2,0.98936,0,,,
rotation,115,0.0,False,2,True,False,False,False,False,False,False,0.69334,0.0006648,0.0026601,0.024661,2,0.33375,0,,,
binary rotation,115,0.0,False,2,True,False,False,False,False,False,True,0.68291,0.00039461,0.00269,0.0098917,2,0.31465,0,,,
top sector,115,0.0,False,2,True,False,False,False,False,False,True,0.47831,-0.0226,0.0035865,-0.16638,1,0.29658,0,,,
near benchmark,115,0.0,False,2,True,False,False,False,False,True,True,0.69502,-0.0011192,0.0011776,-0.096517,2,0.20238,0,,,
timing,116,0.0,False,2,True,False,False,False,False,False,True,0.48689,-0.0075484,0.011595,-0.1373,1,0.27918,0,,,
slow timing,116,0.0,False,2,True,False,False,False,False,True,True,0.53093,-0.0034847,0.0023453,-0.074845,1,0.37569,0,,,
selection,116,0.0,False,4,True,True,True,False,False,True,True,0.62571,0.017349,0.011148,0.30541,10,0.17524,0,,,
slow selection,116,0.0,False,3,True,True,False,False,False,False,True,0.65969,0.01981,0.0023447,0.39723,10,0.4043,0,,,
planted 0.5,116,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.76635,0.041623,0.01125,0.71427,1,0.99907,0,0.93893,0.85313,0.72423
planted 0.8,116,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.75648,0.038523,0.01093,0.73816,1,0.99931,0,0.93794,0.8507,0.71996
late slow timing,116,0.0,False,3,True,True,False,True,False,False,True,1.0642,0.096575,0.0031825,0.48239,1,0.94154,1,,,
rotation,116,0.0,False,2,True,False,False,False,False,False,True,0.65086,-0.0069189,0.0024781,-0.24567,2,0.085922,0,,,
binary rotation,116,0.0,False,3,True,True,False,False,False,False,True,0.76979,0.016401,0.0030437,0.39398,2,0.7651,0,,,
top sector,116,0.0,False,3,True,True,False,False,False,False,True,0.71755,0.040407,0.0039474,0.27084,2,0.60498,0,,,
near benchmark,116,0.0,False,5,True,True,True,True,False,True,True,0.74924,0.0079186,0.0011541,0.62628,2,0.97178,0,,,
timing,117,0.0,False,2,True,False,False,False,False,False,False,0.43607,-0.016104,0.011323,-0.29078,1,0.079893,0,,,
slow timing,117,0.0,False,2,True,False,False,False,False,False,True,0.44759,-0.018954,0.0024403,-0.40838,1,0.032723,0,,,
selection,117,0.0,False,2,True,False,False,False,False,False,True,0.51659,-0.0017702,0.011524,-0.030142,10,0.043918,0,,,
slow selection,117,0.0,False,3,True,True,False,False,False,True,True,0.592,0.0080687,0.0026273,0.15988,10,0.13471,0,,,
planted 0.5,117,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.76537,0.040621,0.011229,0.80433,1,0.99989,0,0.97863,0.93666,0.85771
planted 0.8,117,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.7131,0.035709,0.011232,0.60947,1,0.99681,0,0.8319,0.67902,0.50384
late slow timing,117,0.0,False,2,True,False,False,False,False,False,True,0.96373,0.082977,0.0039728,0.37444,1,0.85239,0,,,
rotation,117,0.0,False,2,True,False,False,False,False,False,True,0.66975,-0.0035402,0.0025355,-0.12989,2,0.16495,0,,,
binary rotation,117,0.0,False,2,True,False,False,False,False,False,True,0.57869,-0.017263,0.0039539,-0.37975,2,0.028366,0,,,
top sector,117,0.0,False,2,True,False,False,False,False,False,True,0.50704,-0.01884,0.0036705,-0.19692,2,0.12082,0,,,
near benchmark,117,0.0,False,2,True,False,False,False,False,True,True,0.68947,-0.0019507,0.0011464,-0.14555,2,0.13647,0,,,
timing,118,0.0,False,2,True,False,False,False,False,False,True,0.477,-0.0091583,0.011115,-0.1683,1,0.23617,0,,,
slow timing,118,0.0,False,3,True,True,False,True,False,False,True,0.64114,0.016854,0.0023144,0.33704,1,0.92995,0,,,
selection,118,0.0,False,2,True,False,True,False,False,True,True,0.57909,0.008817,0.011271,0.16311,10,0.19309,0,,,
slow selection,118,0.0,False,3,True,True,False,False,False,False,False,0.66853,0.020247,0.0021193,0.51551,10,0.64484,0,,,
planted 0.5,118,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.73446,0.03374,0.011232,0.59804,1,0.99497,0,0.84578,0.70051,0.52957
planted 0.8,118,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.77589,0.044686,0.01096,0.80201,1,0.99986,0,0.98154,0.94452,0.87331
late slow timing,118,0.0,False,6,True,True,True,True,True,False,False,1.1272,0.14364,0.0036726,0.57993,1,0.96166,0,,,
rotation,118,0.0,False,2,True,False,False,False,False,False,True,0.67018,-0.0035613,0.002464,-0.13745,2,0.17346,0,,,
binary rotation,118,0.0,False,3,True,True,False,False,False,False,True,0.72763,0.009188,0.0039614,0.2103,2,0.57731,0,,,
top sector,118,0.0,False,2,True,False,False,False,False,False,True,0.43387,-0.034188,0.0040371,-0.32893,1,0.10863,0,,,
near benchmark,118,0.0,False,4,True,True,True,False,False,True,True,0.73293,0.0052269,0.0011489,0.39781,2,0.85665,0,,,
timing,119,0.0,False,2,True,False,False,False,False,False,True,0.44645,-0.01439,0.011909,-0.26869,1,0.087596,0,,,
slow timing,119,0.0,False,3,True,True,False,False,False,True,True,0.61183,0.010921,0.0025048,0.23521,1,0.84819,0,,,
selection,119,0.0,False,2,True,False,True,False,False,True,True,0.57092,0.0080483,0.011177,0.14033,10,0.16632,0,,,
slow selection,119,0.0,False,4,True,True,True,False,False,False,True,0.69533,0.025328,0.0023896,0.58141,10,0.69691,0,,,
planted 0.5,119,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.72779,0.0349,0.011521,0.62893,1,0.99695,0,0.88195,0.75533,0.59447
planted 0.8,119,0.018388610058729223,False,7,True,True,True,True,True,True,False,0.79847,0.05246,0.011776,0.9202,1,0.99998,0,0.99307,0.97501,0.93333
late slow timing,119,0.0,False,2,True,False,False,False,False,False,True,0.73617,-0.0050085,0.0043578,-0.024371,1,0.47015,0,,,
rotation,119,0.0,False,3,True,True,False,False,False,False,True,0.70942,0.003269,0.0027867,0.13405,2,0.47785,0,,,
binary rotation,119,0.0,False,2,True,False,False,False,False,False,True,0.61756,-0.010737,0.0037591,-0.24733,2,0.085515,0,,,
top sector,119,0.0,False,3,True,True,False,False,False,False,True,0.72536,0.0351,0.0030312,0.29177,1,0.86263,2,,,
near benchmark,119,0.0,False,3,True,True,False,False,False,True,True,0.71973,0.0030011,0.0011134,0.24061,2,0.62013,0,,,
timing,120,0.0,False,4,True,True,True,False,False,True,False,0.61646,0.015918,0.011102,0.2799,1,0.88018,0,,,
slow timing,120,0.0,False,2,True,False,False,False,False,True,True,0.52708,-0.0041385,0.0025119,-0.088684,1,0.35836,0,,,
selection,120,0.0,False,2,True,False,False,False,False,False,False,0.50891,-0.0012711,0.012166,-0.020045,10,0.041535,0,,,
slow selection,120,0.0,False,4,True,True,True,False,False,False,True,0.70497,0.028238,0.0025833,0.59615,10,0.67024,0,,,
planted 0.5,120,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.7115,0.033174,0.011419,0.59098,1,0.99122,0,0.75422,0.57476,0.39389
planted 0.8,120,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.65992,0.021161,0.011026,0.40337,1,0.94462,0,0.511,0.31959,0.17777
late slow timing,120,0.0,False,2,True,False,False,False,False,False,True,0.75966,0.033244,0.0039763,0.16247,1,0.68173,0,,,
rotation,120,0.0,False,2,True,False,False,False,False,False,True,0.66375,-0.0043462,0.0027685,-0.14585,2,0.16934,0,,,
binary rotation,120,0.0,False,2,True,False,False,False,False,False,True,0.56015,-0.021764,0.0038475,-0.49795,2,0.010396,0,,,
top sector,120,0.0,False,2,True,False,False,False,False,False,True,0.18358,-0.079757,0.0040514,-0.72308,2,0.0013026,0,,,
near benchmark,120,0.0,False,2,True,False,False,False,False,True,True,0.69074,-0.0017865,0.0010723,-0.14561,1,0.30531,0,,,
timing,121,0.0,False,2,True,False,False,False,False,False,True,0.3555,-0.029688,0.011055,-0.54284,1,0.0070235,0,,,
slow timing,121,0.0,False,2,True,False,False,False,False,False,False,0.56891,0.0027161,0.0024442,0.061785,1,0.60772,0,,,
selection,121,0.0,False,2,True,False,False,False,False,False,True,0.46082,-0.011527,0.011165,-0.19001,10,0.0075482,0,,,
slow selection,121,0.0,False,3,True,True,False,False,False,True,False,0.67698,0.023007,0.0025522,0.47867,10,0.30237,0,,,
planted 0.5,121,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.74708,0.038768,0.011129,0.69902,1,0.99961,0,0.96272,0.90052,0.79602
planted 0.8,121,0.018388610058729223,False,7,True,True,True,True,True,True,False,0.86289,0.059075,0.010938,1.0206,1,0.99999,0,0.9912,0.96955,0.92164
late slow timing,121,0.0,False,3,True,True,False,True,False,False,True,1.0489,0.079827,0.0047612,0.40006,1,0.91519,0,,,
rotation,121,0.0,False,2,True,False,False,False,False,False,True,0.63276,-0.010304,0.0020435,-0.3951,2,0.027136,0,,,
binary rotation,121,0.0,False,2,True,False,False,False,False,False,True,0.66504,-0.0024977,0.0032237,-0.059454,2,0.22852,0,,,
top sector,121,0.0,False,6,True,True,True,True,True,False,True,0.95103,0.073866,0.0026764,0.64469,1,0.98395,0,,,
near benchmark,121,0.0,False,3,True,True,False,False,False,True,True,0.71081,0.0015664,0.0011198,0.12105,2,0.46205,0,,,
timing,122,0.0,False,2,True,False,False,False,False,False,True,0.34436,-0.030268,0.011436,-0.47257,1,0.016763,0,,,
slow timing,122,0.0,False,2,True,False,False,False,False,True,True,0.54998,-0.00021819,0.0023907,-0.0046592,1,0.49208,0,,,
selection,122,0.0,False,2,True,False,False,False,False,False,True,0.53486,0.0011503,0.011421,0.021514,10,0.065268,0,,,
slow selection,122,0.0,False,3,True,True,False,False,False,False,True,0.65517,0.019566,0.0024449,0.39848,10,0.38712,0,,,
planted 0.5,122,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.64174,0.020614,0.011438,0.36316,1,0.93115,0,0.43628,0.25473,0.13193
planted 0.8,122,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.71964,0.031957,0.010901,0.60713,1,0.9953,0,0.83845,0.6884,0.51435
late slow timing,122,0.0,False,2,True,False,False,False,False,False,True,0.6941,0.013527,0.0030061,0.053619,1,0.56052,1,,,
rotation,122,0.0,False,2,True,False,False,False,False,False,True,0.64239,-0.0087563,0.0021964,-0.3749,2,0.020705,0,,,
binary rotation,122,0.0,False,2,True,False,False,False,False,False,True,0.67219,-0.0010426,0.0039314,-0.024412,2,0.27363,0,,,
top sector,122,0.0,False,2,True,False,False,False,False,False,True,0.34226,-0.05322,0.0033976,-0.4082,1,0.11441,0,,,
near benchmark,122,0.0,False,2,True,False,False,False,False,True,True,0.69912,-0.00043681,0.0011085,-0.037052,2,0.25411,0,,,
